abbreviation_subsector,subsector,variable_field,variable,area,energy,length,mass,monetary,power,volume,emission_gas
frst,Forest,deminit_frst_wood_home_use_kg_per_hh,Initial Per Household Wood Demand,,,,kg,,,,
frst,Forest,ef_frst_c_per_wood_products,C Carbon Harvested Wood Products Emission Factor,,,,,,,,
frst,Forest,ef_frst_forestfires_mangroves_co2,:math:\text{CO}_2 Forest Fire Emission Factor,,,,,,,,co2
frst,Forest,ef_frst_forestfires_primary_co2,:math:\text{CO}_2 Forest Fire Emission Factor,,,,,,,,co2
frst,Forest,ef_frst_forestfires_secondary_co2,:math:\text{CO}_2 Forest Fire Emission Factor,,,,,,,,co2
frst,Forest,ef_frst_forestmethane_mangroves_kt_ch4_ha,:math:\text{CH}_4 Forest Methane Emissions,ha,,,kt,,,,ch4
frst,Forest,ef_frst_forestmethane_primary_kt_ch4_ha,:math:\text{CH}_4 Forest Methane Emissions,ha,,,kt,,,,ch4
frst,Forest,ef_frst_forestmethane_secondary_kt_ch4_ha,:math:\text{CH}_4 Forest Methane Emissions,ha,,,kt,,,,ch4
frst,Forest,ef_frst_sequestration_mangroves_kt_co2_ha,Forest Sequestration Emission Factor,ha,,,kt,,,,co2
frst,Forest,ef_frst_sequestration_primary_kt_co2_ha,Forest Sequestration Emission Factor,ha,,,kt,,,,co2
frst,Forest,ef_frst_sequestration_secondary_kt_co2_ha,Forest Sequestration Emission Factor,ha,,,kt,,,,co2
frst,Forest,ef_frst_sequestration_young_secondary_kt_co2_ha,Young Secondary Forest Sequestration Emission Factor,ha,,,kt,,,,co2
frst,Forest,frac_frst_annual_wildfire_fraction_mangroves,Average Fraction of Forest Burned Annually,,,,,,,,
frst,Forest,frac_frst_annual_wildfire_fraction_primary,Average Fraction of Forest Burned Annually,,,,,,,,
frst,Forest,frac_frst_annual_wildfire_fraction_secondary,Average Fraction of Forest Burned Annually,,,,,,,,
frst,Forest,frac_frst_forest_conversions_available_for_fuelwood,Fraction of Forest Conversions Available for Fuelwood,,,,,,,,
frst,Forest,frac_frst_mangroves_cl1_temperate_nutrient_poor,Forest Fraction Temperate Nutrient Poor,,,,,,,,
frst,Forest,frac_frst_mangroves_cl1_temperate_nutrient_rich,Forest Fraction Temperate Nutrient Rich,,,,,,,,
frst,Forest,frac_frst_mangroves_cl1_tropical,Forest Fraction Tropical,,,,,,,,
frst,Forest,frac_frst_primary_cl1_temperate_nutrient_poor,Forest Fraction Temperate Nutrient Poor,,,,,,,,
frst,Forest,frac_frst_primary_cl1_temperate_nutrient_rich,Forest Fraction Temperate Nutrient Rich,,,,,,,,
frst,Forest,frac_frst_primary_cl1_tropical,Forest Fraction Tropical,,,,,,,,
frst,Forest,frac_frst_secondary_cl1_temperate_nutrient_poor,Forest Fraction Temperate Nutrient Poor,,,,,,,,
frst,Forest,frac_frst_secondary_cl1_temperate_nutrient_rich,Forest Fraction Temperate Nutrient Rich,,,,,,,,
frst,Forest,frac_frst_secondary_cl1_tropical,Forest Fraction Tropical,,,,,,,,
frst,Forest,hl_frst_half_life_hwp_paper_products,HWP Half Life Paper,,,,,,,,
frst,Forest,hl_frst_half_life_hwp_wood_products,HWP Half Life Wood,,,,,,,,
frst,Forest,qty_frst_biomass_consumed_by_fire_temperate_mangroves_tonne_per_ha,Fire Biomass Consumption for Temperate Forests,ha,,,tonne,,,,
frst,Forest,qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha,Fire Biomass Consumption for Temperate Forests,ha,,,tonne,,,,
frst,Forest,qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha,Fire Biomass Consumption for Temperate Forests,ha,,,tonne,,,,
frst,Forest,qty_frst_biomass_consumed_by_fire_tropical_mangroves_tonne_per_ha,Fire Biomass Consumption for Tropical Forests,ha,,,tonne,,,,
frst,Forest,qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha,Fire Biomass Consumption for Tropical Forests,ha,,,tonne,,,,
frst,Forest,qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha,Fire Biomass Consumption for Tropical Forests,ha,,,tonne,,,,
fgtv,Fugitive Emissions,ef_fgtv_distribution_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Distribution Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_distribution_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Distribution Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_distribution_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Distribution Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_coal,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_crude,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_coal,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_crude,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_crude,:math:\text{N}_2\text{O} FGTV Production Flaring Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_natural_gas,:math:\text{N}_2\text{O} FGTV Production Flaring Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Production Flaring Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_crude,NMVOC FGTV Production Flaring Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Production Flaring Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Production Flaring Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_coal,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_crude,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_coal,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_crude,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_n2o_per_m3_fuel_crude,:math:\text{N}_2\text{O} FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_crude,NMVOC FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_coal,:math:\text{CH}_4 FGTV Production Venting Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_crude,:math:\text{CH}_4 FGTV Production Venting Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Production Venting Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_coal,:math:\text{CO}_2 FGTV Production Venting Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_crude,:math:\text{CO}_2 FGTV Production Venting Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Production Venting Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_n2o_per_m3_fuel_crude,:math:\text{N}_2\text{O} FGTV Production Venting Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Production Venting Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_nmvoc_per_m3_fuel_crude,NMVOC FGTV Production Venting Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_production_venting_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Production Venting Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_crude,:math:\text{CH}_4 FGTV Transmission Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Transmission Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Transmission Emission Factor,,,,tonne,,,m3,ch4
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_crude,:math:\text{CO}_2 FGTV Transmission Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Transmission Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Transmission Emission Factor,,,,tonne,,,m3,co2
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_n2o_per_m3_fuel_crude,:math:\text{N}_2\text{O} FGTV Transmission Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Transmission Emission Factor,,,,tonne,,,m3,n2o
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_crude,NMVOC FGTV Transmission Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Transmission Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Transmission Emission Factor,,,,tonne,,,m3,
fgtv,Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_coal,Fraction Non-Fugitive :math:\text{CH}_4 Flared,,,,,,,,ch4
fgtv,Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_crude,Fraction Non-Fugitive :math:\text{CH}_4 Flared,,,,,,,,ch4
fgtv,Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_oil,Fraction Non-Fugitive :math:\text{CH}_4 Flared,,,,,,,,ch4
fgtv,Fugitive Emissions,frac_fgtv_reduction_in_fugitive_leaks,Reduction in Fugitive Leaks,,,,,,,,
gnrl,General,area_gnrl_country_ha,Area of Region,ha,,,,,,,
gnrl,General,climate_change_factor_gnrl_hydropower_availability,Climate Change Factor for Average Hydropower Availability,,,,,,,,
gnrl,General,elasticity_gnrl_rate_occupancy_to_gdppc,Elasticity National Occupation Rate to GDP Per Capita,,,,,,,,
gnrl,General,frac_gnrl_eating_red_meat,Fraction Eating Red Meat,,,,,,,,
gnrl,General,limit_gnrl_annual_emissions_mt_ch4,:math:\text{CH}_4 Annual Emission Limit,,,,mt,,,,ch4
gnrl,General,limit_gnrl_annual_emissions_mt_co2,:math:\text{CO}_2 Annual Emission Limit,,,,mt,,,,co2
gnrl,General,limit_gnrl_annual_emissions_mt_n2o,:math:\text{N}_2\text{O} Annual Emission Limit,,,,mt,,,,n2o
gnrl,General,occrateinit_gnrl_occupancy,Initial National Occupancy Rate,,,,,,,,
gnrl,General,population_gnrl_rural,Population,,,,,,,,
gnrl,General,population_gnrl_urban,Population,,,,,,,,
ippu,IPPU,dem_ippu_average_materials_tonne_per_household_cement,Average per Household Demand for Construction Materials,,,,tonne,,,,
ippu,IPPU,dem_ippu_average_materials_tonne_per_household_wood,Average per Household Demand for Construction Materials,,,,tonne,,,,
ippu,IPPU,demscalar_ippu_cement,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_chemicals,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_construction_and_demolition,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_electronics,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_glass,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_lime_and_carbonite,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_metals,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_mining,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_other_industries,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_other_product_manufacturing,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_paper,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_plastic,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_product_use_lubricants,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_product_use_ods_other,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_product_use_ods_refrigeration,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_product_use_other,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_product_use_paraffin_wax,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_rubber_and_leather,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_textiles,Industrial Production Scalar,,,,,,,,
ippu,IPPU,demscalar_ippu_wood,Industrial Production Scalar,,,,,,,,
ippu,IPPU,ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,PFC-116 GDP Product Use Emission Factor,,,,tonne,,,,c2f6
ippu,IPPU,ef_ippu_tonne_c2f6_per_tonne_production_chemicals,PFC-116 Production Process Emission Factor,,,,tonne,,,,c2f6
ippu,IPPU,ef_ippu_tonne_c2f6_per_tonne_production_electronics,PFC-116 Production Process Emission Factor,,,,tonne,,,,c2f6
ippu,IPPU,ef_ippu_tonne_c2f6_per_tonne_production_metals,PFC-116 Production Process Emission Factor,,,,tonne,,,,c2f6
ippu,IPPU,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,HFC-143a GDP Product Use Emission Factor,,,,tonne,,,,c2h3f3
ippu,IPPU,ef_ippu_tonne_c2h3f3_per_tonne_production_chemicals,HFC-143a Production Process Emission Factor,,,,tonne,,,,c2h3f3
ippu,IPPU,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,HFC-125 GDP Product Use Emission Factor,,,,tonne,,,,c2hf5
ippu,IPPU,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,HFC-125 GDP Product Use Emission Factor,,,,tonne,,,,c2hf5
ippu,IPPU,ef_ippu_tonne_c2hf5_per_tonne_production_chemicals,HFC-125 Production Process Emission Factor,,,,tonne,,,,c2hf5
ippu,IPPU,ef_ippu_tonne_c3f8_per_tonne_production_chemicals,PFC-218 Production Process Emission Factor,,,,tonne,,,,c3f8
ippu,IPPU,ef_ippu_tonne_c3f8_per_tonne_production_electronics,PFC-218 Production Process Emission Factor,,,,tonne,,,,c3f8
ippu,IPPU,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_other,HFC-236fa GDP Product Use Emission Factor,,,,tonne,,,,c3h2f6
ippu,IPPU,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_refrigeration,HFC-236fa GDP Product Use Emission Factor,,,,tonne,,,,c3h2f6
ippu,IPPU,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other,HFC-245fa GDP Product Use Emission Factor,,,,tonne,,,,c3h3f5
ippu,IPPU,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration,HFC-245fa GDP Product Use Emission Factor,,,,tonne,,,,c3h3f5
ippu,IPPU,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_other,HFC-227ea GDP Product Use Emission Factor,,,,tonne,,,,c3hf7
ippu,IPPU,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_refrigeration,HFC-227ea GDP Product Use Emission Factor,,,,tonne,,,,c3hf7
ippu,IPPU,ef_ippu_tonne_c3hf7_per_tonne_production_chemicals,HFC-227ea Production Process Emission Factor,,,,tonne,,,,c3hf7
ippu,IPPU,ef_ippu_tonne_c4f10_per_mmm_gdp_product_use_ods_other,PFC-31-10 GDP Product Use Emission Factor,,,,tonne,,,,c4f10
ippu,IPPU,ef_ippu_tonne_c4f10_per_tonne_production_chemicals,PFC-31-10 Production Process Emission Factor,,,,tonne,,,,c4f10
ippu,IPPU,ef_ippu_tonne_c4f6_per_tonne_production_electronics,PFC-1114 Production Process Emission Factor,,,,tonne,,,,c4f6
ippu,IPPU,ef_ippu_tonne_c4f8o_per_tonne_production_electronics,Octafluorooxolane Production Process Emission Factor,,,,tonne,,,,c4f8o
ippu,IPPU,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,HFC-365mfc GDP Product Use Emission Factor,,,,tonne,,,,c4h5f5
ippu,IPPU,ef_ippu_tonne_c4h5f5_per_tonne_production_chemicals,HFC-365mfc Production Process Emission Factor,,,,tonne,,,,c4h5f5
ippu,IPPU,ef_ippu_tonne_c5f12_per_tonne_production_chemicals,Dodecafluoropentane Production Process Emission Factor,,,,tonne,,,,c5f12
ippu,IPPU,ef_ippu_tonne_c5f8_per_tonne_production_electronics,PFC-C-1418 Production Process Emission Factor,,,,tonne,,,,c5f8
ippu,IPPU,ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,HFC-43-10mee GDP Product Use Emission Factor,,,,tonne,,,,c5h2f10
ippu,IPPU,ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other,PFC-51-14 GDP Product Use Emission Factor,,,,tonne,,,,c6f14
ippu,IPPU,ef_ippu_tonne_c6f14_per_tonne_production_chemicals,PFC-51-14 Production Process Emission Factor,,,,tonne,,,,c6f14
ippu,IPPU,ef_ippu_tonne_cc4f8_per_tonne_production_chemicals,PFC-C-318 Production Process Emission Factor,,,,tonne,,,,cc4f8
ippu,IPPU,ef_ippu_tonne_cc4f8_per_tonne_production_electronics,PFC-C-318 Production Process Emission Factor,,,,tonne,,,,cc4f8
ippu,IPPU,ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,PFC-14 GDP Product Use Emission Factor,,,,tonne,,,,cf4
ippu,IPPU,ef_ippu_tonne_cf4_per_tonne_production_chemicals,PFC-14 Production Process Emission Factor,,,,tonne,,,,cf4
ippu,IPPU,ef_ippu_tonne_cf4_per_tonne_production_electronics,PFC-14 Production Process Emission Factor,,,,tonne,,,,cf4
ippu,IPPU,ef_ippu_tonne_cf4_per_tonne_production_metals,PFC-14 Production Process Emission Factor,,,,tonne,,,,cf4
ippu,IPPU,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,HFC-32 GDP Product Use Emission Factor,,,,tonne,,,,ch2f2
ippu,IPPU,ef_ippu_tonne_ch2f2_per_tonne_production_chemicals,HFC-32 Production Process Emission Factor,,,,tonne,,,,ch2f2
ippu,IPPU,ef_ippu_tonne_ch2f2_per_tonne_production_electronics,HFC-32 Production Process Emission Factor,,,,tonne,,,,ch2f2
ippu,IPPU,ef_ippu_tonne_ch2fchf2_per_mmm_gdp_product_use_ods_refrigeration,HFC-143 GDP Product Use Emission Factor,,,,tonne,,,,ch2fchf2
