Code,Country,Sector,Subsector,Gas,Units,Year,Value,Source
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2005,2.6839428,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2006,2.7584172,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2007,2.8328916,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2008,2.9102304,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2009,3.1164672,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2010,3.3341616,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2011,3.5690424,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2012,3.8153808,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2013,4.08177,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2014,4.36821,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2015,4.6747008,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2016,5.15592,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2017,5.30709708,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2018,5.66926326,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2019,7.15666341,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2020,7.65506064,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2021,8.61291879,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2022,8.827121149,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,CH4,MtCO2e,2023,8.827121149,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2000,0.028178489,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2001,0.028932658,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2002,0.029686826,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2003,0.030475276,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2004,0.031298005,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2005,0.032120735,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2006,0.033012025,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2007,0.033903316,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2008,0.034828886,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2009,0.037297075,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2010,0.039902386,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2011,0.042713378,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2012,0.045661493,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2013,0.04884957,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2014,0.05227761,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2015,0.055945613,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2016,0.06170472,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2017,0.063513968,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2018,0.06784828,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2019,0.085649101,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2020,0.09161379,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2021,0.103077189,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2022,0.105640708,WB CSC
UGA,Uganda,Energy,EN - Fugitive Emissions,N2O,MtCO2e,2023,0.105640708,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2000,0.038447489,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2001,0.04111523,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2002,0.04511358,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2003,0.048904932,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2004,0.052039809,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2005,0.055605054,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2006,0.058875765,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2007,0.061640261,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2008,0.068773387,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2009,0.07404523,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2010,0.075242335,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2011,0.078224255,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2012,0.08073403,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2013,0.087637497,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2014,0.090069423,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2015,0.096545257,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2016,0.092120459,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2017,0.110158562,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2018,0.162167209,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2019,0.193585998,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2020,0.220814836,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2021,0.255489231,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2022,0.25904276,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CH4,MtCO2e,2023,0.258981613,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2000,0.2411622,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2001,0.22226688,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2002,0.29018517,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2003,0.33060705,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2004,0.34904126,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2005,0.49351676,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2006,0.50010095,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2007,0.63769403,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2008,0.55641974,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2009,0.5638568,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2010,0.60533619,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2011,0.62470436,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2012,0.70933292,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2013,0.75523901,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2014,0.83892314,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2015,1.07273921,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2016,1.04616428,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2017,1.087638885,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2018,1.172605439,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2019,1.177956363,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2020,1.15136811,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2021,1.264113389,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2022,1.171769138,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,CO2,MtCO2e,2023,1.172181005,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2000,0.046805819,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2001,0.050214573,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2002,0.055574364,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2003,0.060644884,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2004,0.06478265,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2005,0.069385711,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2006,0.073603509,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2007,0.077111685,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2008,0.086395128,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2009,0.093420082,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2010,0.094118636,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2011,0.098229212,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2012,0.100887281,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2013,0.109991822,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2014,0.1120534,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2015,0.120923544,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2016,0.114054845,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2017,0.121006261,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2018,0.134905689,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2019,0.137122986,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2020,0.144468997,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2021,0.155314372,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2022,0.156293394,WB CSC
UGA,Uganda,Energy,EN - Industrial Combustion,N2O,MtCO2e,2023,0.155944369,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2005,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2006,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2007,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2008,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2009,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2010,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2011,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2012,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2013,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2014,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2015,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2016,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2017,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2018,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2019,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2020,0,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2021,2.34528E-05,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2022,2.17396E-05,WB CSC
UGA,Uganda,Energy,EN - Other,CH4,MtCO2e,2023,2.17472E-05,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2005,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2006,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2007,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2008,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2009,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2010,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2011,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2012,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2013,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2014,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2015,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2016,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2017,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2018,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2019,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2020,0,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2021,0.006005544,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2022,0.005566835,WB CSC
UGA,Uganda,Energy,EN - Other,CO2,MtCO2e,2023,0.005568792,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2005,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2006,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2007,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2008,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2009,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2010,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2011,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2012,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2013,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2014,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2015,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2016,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2017,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2018,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2019,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2020,0,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2021,1.33178E-05,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2022,1.2345E-05,WB CSC
UGA,Uganda,Energy,EN - Other,N2O,MtCO2e,2023,1.23493E-05,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2000,0.000306037,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2001,0.000316117,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2002,0.000376597,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2003,0.000437077,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2004,0.000481034,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2005,0.00053923,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2006,0.000850366,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2007,0.000982968,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2008,0.00131166,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2009,0.002031918,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2010,0.002062418,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2011,0.001683326,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2012,0.001550195,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2013,0.001750854,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2014,0.002543226,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2015,0.00362266,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2016,0.00372346,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2017,0.002145095,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2018,0.003071685,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2019,0.002817498,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2020,0.002669901,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2021,0.003750664,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2022,0.003784259,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CH4,MtCO2e,2023,0.003784275,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2000,0.00320853,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2001,0.00320853,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2002,0.00320853,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2003,0.00320853,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2004,0.00641706,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2005,0.05775354,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2006,0.31443594,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2007,0.4491942,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2008,0.4812795,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2009,0.68983395,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2010,0.77938164,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2011,0.74729634,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2012,0.21166593,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2013,0.00632001,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2014,0.08313063,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2015,0.05921517,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2016,0.05921517,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2017,0.05983407,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2018,0.233320752,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2019,0.077774616,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2020,0.050552262,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2021,0.045368784,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2022,0.042054567,WB CSC
UGA,Uganda,Energy,EN - Power Industry,CO2,MtCO2e,2023,0.042069349,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2000,0.000388485,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2001,0.000401205,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2002,0.000477525,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2003,0.000553845,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2004,0.000611609,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2005,0.000721765,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2006,0.001297981,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2007,0.001561698,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2008,0.001999425,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2009,0.00305749,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2010,0.003159743,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2011,0.002658416,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2012,0.002107497,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2013,0.002213837,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2014,0.003268484,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2015,0.004612097,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2016,0.004739297,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2017,0.002747878,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2018,0.004035942,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2019,0.00360867,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2020,0.003403776,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2021,0.004764047,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2022,0.004804172,WB CSC
UGA,Uganda,Energy,EN - Power Industry,N2O,MtCO2e,2023,0.004804202,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2005,6.244E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2006,6.244E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2007,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2008,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2009,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2010,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2011,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2012,6.244E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2013,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2014,1.2488E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2015,6.244E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2016,6.244E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2017,1.1802E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2018,1.5484E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2019,1.6478E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2020,2.4906E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2021,3.6092E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2022,4.44608E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2023,5.15787E-07,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2005,0.0031889,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2006,0.0031889,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2007,0.0063778,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2008,0.0063778,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2009,0.0063778,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2010,0.0063778,WB CSC
