transformation_code,variable,variable_field
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_gasoline
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_oil
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_solar
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Energy Demand in Industrial Energy,energy_demand_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_biomass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_coal
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_coke
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_diesel
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_electricity
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_furnace_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_gasoline
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_oil
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,emission_co2e_subsector_total_inen,emission_co2e_subsector_total_inen
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Total Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_total
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Electrical Energy Consumption from Industrial Energy,energy_consumption_electricity_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Total Energy Consumption from Industrial Energy,energy_consumption_inen_total
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Consumption from Industrial Energy,energy_consumption_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_biomass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_coal
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_coke
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_diesel
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_electricity
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_furnace_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_gasoline
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_oil
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand by Fuel in Industrial Energy,energy_demand_enfu_subsector_total_pj_inen_fuel_solar
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Energy Demand in Industrial Energy,energy_demand_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_biomass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_coal
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_coke
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_diesel
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_electricity
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_furnace_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_gasoline
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Value of Fuel Consumed in Industrial Energy,totalvalue_enfu_fuel_consumed_inen_fuel_oil
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CH}_4 Emissions from Industrial Energy,emission_co2e_ch4_inen_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_bmass_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{CO}_2 Non-Biomass Emissions from Industrial Energy,emission_co2e_co2_inen_nbmass_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,:math:\text{N}_2\text{O} Emissions from Industrial Energy,emission_co2e_n2o_inen_chemicals
